Município;Cargo;Número;Nome do Candidato;Nome para Urna;Votos Computados;% Votos Computados;Destinação de Votos;Situação da Totalização;Partido;Partido/Coligação
"CRATO";"Vereador            ";"70111";"MARLENE LIMA LUNA RIBEIRO";"MARLENE LUNA";75;0,11;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"40640";"DANIEL RANGEL PEIXOTO OLIVEIRA";"DANIEL RANGEL";74;0,11;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"65611";"JOANA DARC CAETANO FRANÇA";"JOANA DARC";74;0,11;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"17771";"GUSTAVO HENRIQUE ARRAES FERREIRA";"GUSTAVO ARRAES";73;0,11;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"28111";"ANTONIO ANIBAL VILAR DA SILVA";"ANIBAL";72;0,11;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"28456";"LOURIVAL BESSERRA DA SILVA";"LOURIVAL BESERRA";71;0,10;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"65789";"ADRIANA ALENCAR DE LIMA";"ADRIANA ALENCAR";70;0,10;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"12555";"ANTONIO ALLAN DOS SANTOS SILVA";"ALLAN VAQUEIRO";70;0,10;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"28024";"RUBENS PIRES DA SILVA";"RUBINHO JACU";69;0,10;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"11100";"FRANCINALDO PEREIRA DA SILVA";"PEREIRA DO SABÃO";68;0,10;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"15800";"PEDRO FIGUEIREDO LEITE";"PASTOR PEDRO";68;0,10;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"17789";"WALDEMIR MARTINS DE OLIVEIRA";"MARTINS";67;0,10;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"28777";"FRANCISCA ALVES SARAIVA";"FRANCILDA SARAIVA";66;0,10;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"70007";"LUCIANO MACEDO BATISTA";"LUCIANO MACEDO";66;0,10;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"28445";"GLAUBER DOS SANTOS CAMPOS";"BOMBADO";66;0,10;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"28321";"DUCELENE BESERRA DE MELO";"LOURA DA PADARIA";65;0,09;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"17121";"ROSIMEIRE PRATA MOREIRA";"MEIRE PRATA";65;0,09;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"11333";"PAULO CÂNDIDO DE OLIVEIRA";"PAULO DO SÃO MIGUEL";64;0,09;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"40234";"NEUSA SIQUEIRA DE MELO";"NEUSA DAS TOPIQUES";62;0,09;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"33888";"CLODOALDO ALENCAR DO NASCIMENTO";"CLODOALDO ALENCAR";62;0,09;"Anulado";"Não eleito";"PMN";"PMN"
"CRATO";"Vereador            ";"15789";"RAMON DE FREITAS SILVA";"RAMONZAO";62;0,09;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"15234";"MARIA HERMILDA LEITAO DE ALENCAR";"HERMILDA ALENCAR";61;0,09;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"12340";"WILLIAM WALLACE BEZERRA DE MELO";"WILLIAM WALLACE";60;0,09;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"40888";"LAURA MÁRCIA FERREIRA DOMICIANO DA SILVA";"LAURA MÁRCIA";59;0,09;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"90333";"NEUSA MUNIZ FEITOSA";"NEUSA FEITOSA";55;0,08;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"13235";"JOÃO DIAS VIEIRA";"JOÃO DIAS";55;0,08;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"90900";"ANTÔNIO XENOFONTE DE OLIVEIRA NETO";"ANTÔNIO DE LORETO";54;0,08;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"13888";"MARIA AUDENIR DE SOUZA";"DANNY DO GONZAGÃO";54;0,08;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"65333";"ANTÔNIO ROSA DA SILVA JÚNIOR";"ANTÔNIO JÚNIOR";54;0,08;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"70123";"MARCOS ANTONIO DA SILVA SANTANA";"MARCOS SANTANA";53;0,08;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"90011";"FRANCISCO BRAZ";"TICO DO CORTE";53;0,08;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"28345";"FLÁVIO EDUARDO RAMOS";"FLÁVIO RAMOS";53;0,08;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"33200";"LUIZ MARCOS CARNEIRO DE LIMA";"MARQUINHOS DO MURITI";53;0,08;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"33666";"FRANCISCO JONES BASTOS DA SILVA";"JONAS DOS MÓVEIS";52;0,08;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"65777";"LAURIVAN PEREIRA DA SILVA";"LAURIVAN DO GÁS";51;0,07;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"70190";"REGINALDO SILVA DE ASSIS";"REGINALDO SILVA";48;0,07;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"15100";"FRANCISCO JORGE CARVALHO ALVES DE SOUSA";"JORGE CARVALHO";47;0,07;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"36152";"MANOEL DOS SANTOS";"MANOEL SANTOS";46;0,07;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"33113";"PRISCA DE FÁTIMA BACURAU";"PRISCA BACURAU";45;0,07;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"33007";"DIOGO SHELDON CARDOSO FERREIRA";"PROFESSOR DIOGO SHELDON";45;0,07;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"33313";"VICTÓRIA ANALI GREGÓRIO LEANDRO";"VICTÓRIA";44;0,06;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"28107";"FRANCISCO JOSE JUVINO DA SILVA";"IRMÃO JUVINO JAMANTA";43;0,06;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"15444";"MARTILEIDE DA SILVA FONTES";"MARTA";43;0,06;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"28134";"MARIA DE FÁTIMA MATEUS DA SILVA";"FÁTIMA DO POVÃO";43;0,06;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"17000";"VICENTE FERREIRA GARCIA";"VICENTE DO SAO RAIMUNDO";43;0,06;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"90188";"MICHAEL KENNO SILVA FERREIRA";"MAYCON KENNO";43;0,06;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"17038";"JOSE HERMANO TELES BARRETO";"HERMANO TELES";42;0,06;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"11789";"EDMILSON ROMÃO DA SILVA";"EDMILSON ROMÃO";42;0,06;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"17001";"FRANCISCO DE ASSIS MAIA ALENCAR";"FRANCISCO MAIA GALEGUINHO";42;0,06;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"65369";"ALESSANDRA MARTINS";"PROFESSORA ALESSANDRA MARTINS";40;0,06;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"17677";"ANTONIO COELHO DA SILVA";"TOIN DO CAJU";38;0,06;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"70012";"ESMAEL MACEDO SANTOS";"ESMAEL MACEDO";38;0,06;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"65000";"RAMON BENJAMIM XENOFONTE";"RAMON XENOFONTE";37;0,05;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"12968";"SOCORRO JUSTINO DE MORAIS";"SOCORRO DO PALMEIRAL";36;0,05;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"15015";"MARIA DA PENHA DE SOUSA CARVALHO";"PENHA DE IDALIA";35;0,05;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"15500";"FRANCISCA PEREIRA DA SILVA";"FRAN ENFERMEIRA";34;0,05;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"33111";"MAURICIO DE SOUSA NEGREIROS";"MAURICIO NEGREIROS";34;0,05;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"70085";"ANTONIO NOGUEIRA";"ANTONIO NOGUEIRA";34;0,05;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"15333";"ERISVALDO DA SILVA";"ERISVALDO CANTOR PINTINHO PIU";33;0,05;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"15920";"VERANEDE GOMES DA SILVA";"VERA DA BATATEIRA";33;0,05;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"12080";"MARIA APOLIANA DA SILVA";"POLIANA SILVA";33;0,05;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"36269";"SÔNIA SALES NEPOMUCENO";"SÔNIA SALES";33;0,05;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"65555";"CASSIANO CEZAR FERREIRA DUARTE";"CASSIANO CEZAR";33;0,05;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"13298";"JORGE GOMES DO NASCIMENTO";"JORGE GOMES";32;0,05;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"28852";"JOSÉ EDILSON FIGUEIREDO DA SILVA";"TENENTE FIGUEIREDO";32;0,05;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"12100";"JOÃO BOSCO DE SOUSA";"BOSQUINHO";31;0,05;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"65111";"FRANCISCO DE ASSIS LIMA";"ASSIS DE PENHA";31;0,05;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"17666";"JOSE FERREIRA SOBRAL";"ZE SOBRAL";31;0,05;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"13121";"GIULIANO CESAR BRITO DO NASCIMENTO";"GIULIANO CESAR";31;0,05;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"12444";"ANTÔNIO WESLEY PEREIRA DO NASCIMENTO";"PASTOR ANTÔNIO WESLEY";31;0,05;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"17888";"ANTONIO DAVIO BATISTA";"DAVIO BATISTA";30;0,04;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"36555";"MARDONIO RODRIGUES FERREIRA";"PROF MARDONIO";29;0,04;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"70234";"EVALDO MARTINS";"EVALDO";28;0,04;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"12012";"ERIBERTO FERREIRA DE SOUSA";"O ERIBERTO";27;0,04;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"36222";"JOSE AILTON DE SOUSA BARROSO";"BARROSO";26;0,04;"Anulado";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"90360";"FRANCISCA GONÇALVES GONDIN";"ERIDAN GONDIN";26;0,04;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"40100";"MARIA LUCINEIDE PEREIRA MONTEIRO";"LU CABELEIREIRA";26;0,04;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"11123";"ANA LÚCIA CONRADO BESERRA";"LÚCIA CONRADO";26;0,04;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"12456";"MARIA CICERA DA SILVA PEREIRA";"CICERA PEREIRA";26;0,04;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"33048";"TARCISO ALVES PEREIRA";"TARCISO PEREIRA";25;0,04;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"70789";"LUCIA MARIA PEREIRA";"LUCINHA";25;0,04;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"18123";"ADRIANA ALBUQUERQUE DOS SANTOS";"ADRIANA ALBUQUERQUE";25;0,04;"Anulado sub judice";"Não eleito";"REDE";"REDE"
"CRATO";"Vereador            ";"65999";"ANTÔNIO DIONÍSIO ALVES";"ANTÔNIO BENVINDO";24;0,04;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"90035";"ALVARO MATHEUS DA SILVA FEITOSA";"BOMBEIRO FEITOSA";24;0,04;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"33256";"JOSENILDA LAURINDO DA SILVA";"NINA DA BATATEIRA";23;0,03;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"70222";"ELISANGELA RIBEIRO GUIMARÃES";"ELISANGELA";23;0,03;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"90486";"ANA CLAUDIA RODRIGUES LIMA";"ANA CLAUDIA";23;0,03;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"15456";"BRUNA SOUSA CASTRO";"BRUNA CASTRO";23;0,03;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"36111";"JOSÉ CLAÚDIO DO NASCIMENTO";"TITA CRATO";21;0,03;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"15321";"FRANCISCO LUCIANO DA SILVA";"FRANCIOLE LUCIANO";20;0,03;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"11110";"MARIA IVA NUNES";"MARIA IVA";20;0,03;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"28678";"SEBASTIANA MARIA  DOS SANTOS MARQUES";"SEBASTIANA";20;0,03;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"28789";"SIMONE ARAÚJO DE OLIVEIRA";"SIMONE ARAÚJO";20;0,03;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"28621";"CARLOS BARROS DE SOUZA";"CARLOS BARROS";19;0,03;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"11011";"FABRÍCIO BATISTA DE SOUZA";"BUDA";19;0,03;"Anulado";"Não eleito";"PP";"PP"
"CRATO";"Vereador            ";"28900";"FRANCISCO HOLANDA LAVOR FILHO";"LAVOR";18;0,03;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"11198";"LUANA ARAÚJO DE SOUZA";"LUANA PEQUENA";18;0,03;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"40343";"MARIA VERA LÚCIA SILVA OLIVEIRA";"VERA DA LIGA";17;0,02;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"11666";"ALINE DOS SANTOS AGUIAR";"ALINE MEL";17;0,02;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"90077";"GEANE DA SILVA SOUZA";"GEANE";17;0,02;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"33300";"MARIA DA CONCEIÇÃO GONÇALVES DA SILVA";"CONCEIÇÃO";16;0,02;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"17002";"MARIA ZILDENE FERREIRA DE OLIVEIRA";"MILLY OLIVEIRA";14;0,02;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"17444";"JOAO FILGUEIRA DA SILVA";"BAIANO";13;0,02;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"28333";"MARIA DE FÁTIMA FERREIRA OLIVEIRA";"MARIÃO DO POVÃO";13;0,02;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"90321";"FRANCISCA GILVA DA SILVA ARAUJO";"GILVA ARAUJO";13;0,02;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"65123";"LUCIANO LIMA DE OLIVEIRA";"LUCIANO LIMA";13;0,02;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"11220";"ALUÍSIO ROGÉRIO PEREIRA DE SOUSA";"ROGÉRIO CRATO";13;0,02;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"40057";"MARIA DAS GRAÇAS JUSTINO";"GRAÇA JUSTINO";13;0,02;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"17111";"REGINA MARIA CARDOSO";"REGINA DE SEU ENOQUE";12;0,02;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"18111";"PEDRO VANDERLEI SOARES";"PEDRO VANDERLEI";12;0,02;"Válido";"Não eleito";"REDE";"REDE"
"CRATO";"Vereador            ";"70810";"JOSÉ ANTONIEL MARCELINO";"IRMÃO ANTONIEL";12;0,02;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"90264";"IVANILSON MISAEL PEREIRA SILVA";"IVANILSON VEGAS";12;0,02;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"70318";"JOSÉ FEITOSA ALVES";"NEGUIM CRATENSE";11;0,02;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"90500";"ELIAS DE SÁ NOVAIS NETO";"ELIAS NOVAIS";11;0,02;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"11888";"FLÁVIA ELIZABETH BRUNO FERREIRA";"FLÁVIA ELIZABETH";11;0,02;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"18180";"GLAUCIA BARROS NUNES";"GLAUCIA DA REDE";11;0,02;"Válido";"Não eleito";"REDE";"REDE"
"CRATO";"Vereador            ";"90999";"RICARDO SOARES XAVIER";"RICARDO SOARES";11; ;"Nulo técnico";"Não eleito";"PROS";"PROS"
"CRATO";"Vereador            ";"11678";"CÍCERO PAULO RIBEIRO";"PAULO ZAGAIA";8;0,01;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"65945";"ELIOMAR DIAS DA SILVA";"LEOMAR LÉA";7;0,01;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"17122";"FRANCISCO ANTONIO BARBOSA DA SILVA";"BRIOSO";5; ;"Nulo técnico";"Não eleito";"PSL";"PSL"
"CRATO";"Vereador            ";"70555";"MARIA DO SOCORRO CARDOSO";"CORRINHA DO PINTO MADEIRA";5;0,01;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"70775";"CARLA ANDREA DE MATOS CARDOSO";"CARLA ANDREA";5;0,01;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"90153";"CAMILA FERNANDES BESERRA";"CAMILA FERNANDES";5;0,01;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"28152";"CICERA ALDINETE SIMIÃO DA SILVA";"CÍCERA SILVA";5;0,01;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"17993";"EDILANIA ALVES SANTANA DA SILVA";"EDILANIA";5;0,01;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"17261";"TACIANA MARIA SILVA";"TACIANA";4;0,01;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"70333";"MARIA LENILDA CARDOSO";"LENILDA";3;0,00;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"70171";"FRANCISCO DANIEL SILVA BEZERRA";"DANIEL DE BEBÊ";3;0,00;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"65234";"ANA CLÁUDIA RIBEIRO DA SILVA";"ANA CLÁUDIA ACS";3; ;"Nulo técnico";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"36747";"APARECIDA GRAZIELA MOREIRA DA FRANCA";"GRAZY";3;0,00;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"13101";"FRANCISCO DE ASSIS ALEXANDRE";"MORAL ALEXANDRE";2;0,00;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"17700";"ROBERTO PEREIRA DE SOUZA";"ROBERTO DE NELSON";2; ;"Nulo técnico";"Não eleito";"PSL";"PSL"
"CRATO";"Vereador            ";"36369";"MARIA CRISTINA NASCIMENTO DE OLIVEIRA";"PROF CRISTINA";1; ;"Nulo técnico";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"90100";"ALAN BRUNO FURTADO DE MORAES";"PROFESSOR ALAN BRUNO";0; ;"Nulo técnico";"Não eleito";"PROS";"PROS"
"CROATÁ";"Prefeito            ";"15";"RONILSON FRANCISCO DE OLIVEIRA";"RONILSON OLIVEIRA";5.786;51,70;"Válido";"Eleito";"MDB";"PSB / MDB"
"CROATÁ";"Vice-Prefeito       ";"15";"MARCIO MAGALHÃES FELINTO";"MARCIO ONOFRE"; ; ;" ";"Eleito";"PSB";"PSB / MDB"
"CROATÁ";"Prefeito            ";"12";"ANTONIO RIBEIRO DE SOUSA";"EDILSON FELICIANO";5.405;48,30;"Válido";"Não eleito";"PDT";"PL / PP / PSD / PDT / CIDADANIA"
"CROATÁ";"Vice-Prefeito       ";"12";"FRANCISCO UCHOA MACEDO";"CHIQUINHO MACEDO"; ; ;" ";"Não eleito";"CIDADANIA";"PL / PP / PSD / PDT / CIDADANIA"
"CROATÁ";"Vereador            ";"12222";"CLAUDIOMIRO OLIVEIRA HOLANDA";"CLAUDIOMIRO";572;5,17;"Válido";"Eleito por QP";"PDT";"PDT"
"CROATÁ";"Vereador            ";"15555";"ANTONIO PEREIRA DA SILVA";"TOIN IZIDIO";565;5,10;"Válido";"Eleito por QP";"MDB";"MDB"
"CROATÁ";"Vereador            ";"15656";"EUNICE MAGALHÃES FELINTO";"EUNICE MAGALHÃES";551;4,98;"Válido";"Eleito por QP";"MDB";"MDB"
"CROATÁ";"Vereador            ";"15554";"ANTONIO GONÇALVES ELIAS";"TOINHO DA BARRA";525;4,74;"Válido";"Eleito por QP";"MDB";"MDB"
"CROATÁ";"Vereador            ";"15655";"ALANA SOUSA OLIVEIRA";"ALANA SOUSA";512;4,62;"Válido";"Eleito por QP";"MDB";"MDB"
"CROATÁ";"Vereador            ";"15654";"FRANCISCO ALVES DOS SANTOS";"CHAGAS OTÁVIO";508;4,59;"Válido";"Eleito por QP";"MDB";"MDB"
"CROATÁ";"Vereador            ";"12333";"ERIVAN BEZERRA DA MATA";"ERIVAN";466;4,21;"Válido";"Eleito por QP";"PDT";"PDT"
"CROATÁ";"Vereador            ";"12345";"CLAUDIO ROBERTO NOBRE";"CLÁUDIO ROBERTO";436;3,94;"Válido";"Eleito por QP";"PDT";"PDT"
"CROATÁ";"Vereador            ";"15111";"EDILSON ARAUJO CHAVES";"EDILSON GAIATO";414;3,74;"Válido";"Eleito por QP";"MDB";"MDB"
"CROATÁ";"Vereador            ";"15000";"MAURIENE FRANCISCO OTAVIANO";"MAURIENE OTAVIANO";413;3,73;"Válido";"Suplente";"MDB";"MDB"
"CROATÁ";"Vereador            ";"12123";"JOSE BEZERRA DO NASCIMENTO";"ZÉ BRÁS";404;3,65;"Válido";"Eleito por QP";"PDT";"PDT"
"CROATÁ";"Vereador            ";"15603";"LIBÂNIA MARQUES OLIVEIRA DE SOUSA";"LIBÂNIA MARQUES";394;3,56;"Válido";"Suplente";"MDB";"MDB"
"CROATÁ";"Vereador            ";"55121";"JOSÉ MÁRIO ALVES PEREIRA";"ZÉ MÁRIO DA REPARTIÇÃO";363;3,28;"Anulado";"Não eleito";"PSD";"PSD"
"CROATÁ";"Vereador            ";"55455";"SIMÃO GOMES NOBRE";"SIMÃOZINHO DO CAMINHÃO";303;2,74;"Anulado";"Não eleito";"PSD";"PSD"
"CROATÁ";"Vereador            ";"12580";"JOSE ANTONIO RODRIGUES DE ARAGÃO FILHO";"ARAGÃO FILHO";299;2,70;"Válido";"Eleito por média";"PDT";"PDT"
"CROATÁ";"Vereador            ";"15456";"DHEIME SOARES DE ABREU";"DHEIME ABREU";288;2,60;"Válido";"Suplente";"MDB";"MDB"
"CROATÁ";"Vereador            ";"55555";"ELIZEU GONCALVES DE AQUINO";"ELIZEU AQUINO";273;2,47;"Anulado";"Não eleito";"PSD";"PSD"
"CROATÁ";"Vereador            ";"12456";"DEIZIELE MORORO MARTINS";"DEIZIELE MORORÓ";269;2,43;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"12000";"VITORIA REGIA DE LIMA FONTENELE";"VITÓRIA RÉGIA";249;2,25;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"15678";"DOMINGOS RAMOS FELINTO";"DOMINGOS ONOFRE";234;2,11;"Válido";"Suplente";"MDB";"MDB"
"CROATÁ";"Vereador            ";"12111";"FRANCISCO EUDES DA SILVA";"EUDES";224;2,02;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"55123";"FRANCISCO BEZERRA DO NASCIMENTO FILHO";"ROGERINHO";205;1,85;"Anulado";"Não eleito";"PSD";"PSD"
"CROATÁ";"Vereador            ";"12555";"JOÃO DAMASCENO DE ABREU";"DAMASCENO ABREU";184;1,66;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"12200";"RAFAEL LUCAS MELO DE SOUSA";"RAFAEL DO PAULO";180;1,63;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"15369";"LEANDRO NOBRE DE SOUSA";"LEANDRO";173;1,56;"Válido";"Suplente";"MDB";"MDB"
"CROATÁ";"Vereador            ";"15333";"ROMARIO DO NASCIMENTO RIBEIRO";"ROMÁRIO";168;1,52;"Válido";"Suplente";"MDB";"MDB"
"CROATÁ";"Vereador            ";"12113";"DÉBORA CRISTINA RODRIGUES";"DÉBORA CRISTINA";163;1,47;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"12369";"EDI CARLOS RIBEIRO";"EDI CARLOS";157;1,42;"Válido";"Suplente";"PDT";"PDT"
"CROATÁ";"Vereador            ";"55222";"RODRIGO RIBEIRO PINHO";"RODRIGO PINHO";157;1,42;"Anulado";"Não eleito";"PSD";"PSD"
"CROATÁ";"Vereador            ";"15100";"ARTHUNETO ALVES NOBRE";"DR ARTHUNETO";129;1,16;"Válido";"Suplente";"MDB";"MDB"
